date,energy,impact-e,lat,lat-dir,lon,lon-dir,alt,vel,year,legend
2011-11-20 05:25:05,2.3,82.0,-27.9,S,116.3,E,,,2011,"Location: Yalgoo,AU<br>82.0 kt<br>2011-11-20 05:25:05"
2011-10-12 07:13:20,3.6,0.12,-26.4,S,-78.4,W,,,2011,"Location: N/A,N/A<br><10 kt<br>2011-10-12 07:13:20"
2011-09-13 23:36:47,6.7,0.21,-19.9,S,-13.8,W,21.3,16.7,2011,"Location: N/A,N/A<br><10 kt<br>2011-09-13 23:36:47"
2011-08-31 09:44:13,2.7,95.0,18.6,N,-5.1,W,,,2011,"Location: N/A,ML<br>95.0 kt<br>2011-08-31 09:44:13"
2011-08-20 20:01:37,2.3,82.0,-27.2,S,-2.8,W,,,2011,"Location: N/A,N/A<br>82.0 kt<br>2011-08-20 20:01:37"
2011-08-04 07:25:57,2.8,98.0,-40.7,S,-86.7,W,63.0,,2011,"Location: N/A,N/A<br>98.0 kt<br>2011-08-04 07:25:57"
2011-07-27 23:00:36,4.4,0.15,-45.3,S,63.5,E,29.6,,2011,"Location: N/A,N/A<br><10 kt<br>2011-07-27 23:00:36"
2011-07-05 15:42:41,6.5,0.21,29.1,N,139.7,E,40.7,,2011,"Location: N/A,N/A<br><10 kt<br>2011-07-05 15:42:41"
2011-07-04 09:18:04,2.9,0.1,-51.7,S,175.0,E,,,2011,"Location: N/A,N/A<br><10 kt<br>2011-07-04 09:18:04"
2011-06-16 11:51:50,2.4,86.0,67.3,N,-21.4,W,40.5,,2011,"Location: N/A,N/A<br>86.0 kt<br>2011-06-16 11:51:50"
2011-05-25 05:40:02,228.0,4.8,4.1,N,14.0,E,59.0,11.6,2011,"Location: N/A,CM<br><10 kt<br>2011-05-25 05:40:02"
2011-05-16 13:39:06,2.0,73.0,-1.2,S,92.8,E,,,2011,"Location: N/A,N/A<br>73.0 kt<br>2011-05-16 13:39:06"
2011-04-27 20:38:09,22.0,0.61,1.4,N,-126.6,W,28.7,,2011,"Location: N/A,N/A<br><10 kt<br>2011-04-27 20:38:09"
2011-04-06 08:30:55,14.8,0.43,71.1,N,-43.5,W,22.2,12.7,2011,"Location: N/A,GL<br><10 kt<br>2011-04-06 08:30:55"
2011-03-24 20:23:58,5.8,0.19,0.6,N,-127.5,W,59.0,,2011,"Location: N/A,N/A<br><10 kt<br>2011-03-24 20:23:58"
2011-03-23 04:16:32,2.2,79.0,-16.8,S,-85.6,W,,,2011,"Location: N/A,N/A<br>79.0 kt<br>2011-03-23 04:16:32"
2011-03-01 10:37:54,3.7,0.13,53.5,N,103.9,E,30.6,11.9,2011,"Location: N/A,RU<br><10 kt<br>2011-03-01 10:37:54"
2011-02-21 05:07:03,3.9,0.13,26.3,N,43.7,E,44.4,18.0,2011,"Location: N/A,SA<br><10 kt<br>2011-02-21 05:07:03"
2011-02-12 11:00:12,2.0,73.0,7.8,N,-95.3,W,,,2011,"Location: N/A,N/A<br>73.0 kt<br>2011-02-12 11:00:12"
2011-01-21 15:11:43,7.2,0.23,18.9,N,-44.6,W,61.0,,2011,"Location: N/A,N/A<br><10 kt<br>2011-01-21 15:11:43"
2011-01-08 19:38:44,2.9,0.1,33.3,N,-125.8,W,48.0,,2011,"Location: N/A,N/A<br><10 kt<br>2011-01-08 19:38:44"
2010-12-25 23:24:00,2000.0,33.0,38.0,N,158.0,E,26.0,18.1,2010,"Location: N/A,N/A<br>33.0 kt<br>2010-12-25 23:24:00"
2010-12-14 00:27:53,3.9,0.13,-4.9,S,175.5,E,24.0,,2010,"Location: N/A,KI<br><10 kt<br>2010-12-14 00:27:53"
2010-12-09 02:54:07,6.3,0.2,-54.5,S,-169.7,W,66.0,,2010,"Location: N/A,N/A<br><10 kt<br>2010-12-09 02:54:07"
2010-12-01 06:31:46,13.3,0.39,-72.5,S,144.9,E,33.3,,2010,"Location: N/A,AQ<br><10 kt<br>2010-12-01 06:31:46"
2010-11-21 14:45:27,8.1,0.25,1.9,N,143.3,E,50.0,,2010,"Location: N/A,N/A<br><10 kt<br>2010-11-21 14:45:27"
2010-11-19 07:25:56,3.3,0.11,-10.3,S,148.8,E,30.0,,2010,"Location: N/A,PG<br><10 kt<br>2010-11-19 07:25:56"
2010-11-10 08:26:35,6.8,0.22,74.5,N,-77.7,W,,,2010,"Location: N/A,CA<br><10 kt<br>2010-11-10 08:26:35"
2010-11-09 13:05:46,8.6,0.27,-56.3,S,-16.7,W,37.0,,2010,"Location: N/A,N/A<br><10 kt<br>2010-11-09 13:05:46"
2010-11-09 06:56:52,2.0,73.0,-14.0,S,-160.0,W,26.0,,2010,"Location: N/A,CK<br>73.0 kt<br>2010-11-09 06:56:52"
2010-10-27 11:27:39,14.5,0.42,-14.1,S,67.7,E,35.2,,2010,"Location: N/A,N/A<br><10 kt<br>2010-10-27 11:27:39"
2010-09-24 12:02:07,5.0,0.16,-67.4,S,-50.6,W,,,2010,"Location: N/A,N/A<br><10 kt<br>2010-09-24 12:02:07"
2010-09-18 05:04:41,6.7,0.21,7.4,N,36.7,E,,,2010,"Location: N/A,ET<br><10 kt<br>2010-09-18 05:04:41"
2010-09-08 19:51:36,6.5,0.21,-13.9,S,-65.5,W,46.3,,2010,"Location: N/A,BO<br><10 kt<br>2010-09-08 19:51:36"
2010-09-05 23:37:33,68.3,1.7,-25.9,S,49.0,E,35.2,,2010,"Location: N/A,N/A<br><10 kt<br>2010-09-05 23:37:33"
2010-09-03 12:04:58,175.0,3.8,-61.0,S,146.7,E,33.3,12.3,2010,"Location: N/A,N/A<br><10 kt<br>2010-09-03 12:04:58"
2010-08-17 04:19:37,2.1,76.0,20.7,N,-114.3,W,33.3,,2010,"Location: N/A,N/A<br>76.0 kt<br>2010-08-17 04:19:37"
2010-07-15 01:49:56,2.4,86.0,60.9,N,-178.1,W,,,2010,"Location: N/A,N/A<br>86.0 kt<br>2010-07-15 01:49:56"
2010-07-06 23:54:43,756.0,14.0,-34.1,S,-174.5,W,26.0,15.7,2010,"Location: N/A,N/A<br>14.0 kt<br>2010-07-06 23:54:43"
2010-06-26 06:04:38,11.3,0.34,-0.5,S,133.2,E,50.0,,2010,"Location: N/A,ID<br><10 kt<br>2010-06-26 06:04:38"
2010-06-21 06:42:00,16.3,0.47,-22.5,S,-120.9,W,,,2010,"Location: N/A,N/A<br><10 kt<br>2010-06-21 06:42:00"
2010-06-17 04:24:45,11.9,0.35,-26.1,S,100.0,E,42.0,,2010,"Location: N/A,N/A<br><10 kt<br>2010-06-17 04:24:45"
2010-04-17 02:21:58,5.6,0.18,13.1,N,-173.0,W,,,2010,"Location: N/A,N/A<br><10 kt<br>2010-04-17 02:21:58"
2010-04-16 04:38:52,84.4,2.0,1.8,N,-176.9,W,22.2,18.8,2010,"Location: N/A,N/A<br><10 kt<br>2010-04-16 04:38:52"
2010-04-06 18:33:12,8.0,0.25,52.8,N,-146.5,W,,,2010,"Location: N/A,N/A<br><10 kt<br>2010-04-06 18:33:12"
2010-03-18 16:11:16,17.5,0.5,-32.4,S,-51.8,W,,,2010,"Location: N/A,BR<br><10 kt<br>2010-03-18 16:11:16"
2010-03-14 18:44:42,4.2,0.14,33.8,N,-90.2,W,35.6,,2010,"Location: Minter City,US<br><10 kt<br>2010-03-14 18:44:42"
2010-03-08 22:44:41,3.0,0.1,18.2,N,110.1,E,53.0,,2010,"Location: N/A,CN<br><10 kt<br>2010-03-08 22:44:41"
2010-03-08 22:02:07,32.3,0.85,32.0,N,-92.9,W,52.0,24.5,2010,"Location: Goldonna,US<br><10 kt<br>2010-03-08 22:02:07"
2010-02-28 22:24:50,15.3,0.44,48.7,N,21.0,E,37.0,15.1,2010,"Location: Rudník,SK<br><10 kt<br>2010-02-28 22:24:50"
2010-02-26 22:46:13,23.7,0.65,-37.3,S,-166.0,W,,,2010,"Location: N/A,N/A<br><10 kt<br>2010-02-26 22:46:13"
2010-02-24 19:55:58,9.3,0.28,-2.6,S,-102.2,W,,,2010,"Location: N/A,N/A<br><10 kt<br>2010-02-24 19:55:58"
2010-01-15 19:17:54,49.2,1.2,-8.3,S,27.0,E,25.0,14.0,2010,"Location: N/A,CD<br><10 kt<br>2010-01-15 19:17:54"
2009-12-31 12:50:25,10.2,0.31,37.9,N,-178.3,W,20.7,,2009,"Location: N/A,N/A<br><10 kt<br>2009-12-31 12:50:25"
2009-11-25 01:36:20,6.4,0.2,-52.8,S,136.5,E,,,2009,"Location: N/A,N/A<br><10 kt<br>2009-11-25 01:36:20"
2009-11-21 20:53:00,1000.0,18.0,-22.0,S,29.2,E,38.0,32.1,2009,"Location: Thuli,ZW<br>18.0 kt<br>2009-11-21 20:53:00"
2009-11-18 07:07:19,73.6,1.8,40.4,N,-113.2,W,31.5,,2009,"Location: N/A,US<br><10 kt<br>2009-11-18 07:07:19"
2009-11-07 11:31:59,2.2,79.0,45.5,N,-157.7,W,,,2009,"Location: N/A,N/A<br>79.0 kt<br>2009-11-07 11:31:59"
2009-11-07 10:41:38,4.2,0.14,24.0,N,64.1,E,37.0,,2009,"Location: N/A,N/A<br><10 kt<br>2009-11-07 10:41:38"
2009-10-11 12:49:51,7.1,0.22,-78.3,S,70.2,E,27.8,,2009,"Location: N/A,AQ<br><10 kt<br>2009-10-11 12:49:51"
2009-10-08 02:57:00,2000.0,33.0,-4.2,S,120.6,E,19.1,19.2,2009,"Location: N/A,ID<br>33.0 kt<br>2009-10-08 02:57:00"
2009-09-27 22:22:48,8.9,0.27,-36.0,S,-67.6,W,37.0,,2009,"Location: N/A,AR<br><10 kt<br>2009-09-27 22:22:48"
2009-09-18 20:13:56,14.4,0.42,7.7,N,-29.5,W,,,2009,"Location: N/A,N/A<br><10 kt<br>2009-09-18 20:13:56"
2009-09-04 02:23:18,96.5,2.3,42.5,N,110.0,E,28.3,24.0,2009,"Location: Baotou Shi,CN<br><10 kt<br>2009-09-04 02:23:18"
2009-08-23 21:17:19,28.0,0.75,-67.7,S,18.3,E,34.0,12.2,2009,"Location: N/A,N/A<br><10 kt<br>2009-08-23 21:17:19"
2009-07-31 02:13:19,2.5,89.0,8.9,N,-121.9,W,,,2009,"Location: N/A,N/A<br>89.0 kt<br>2009-07-31 02:13:19"
2009-07-16 06:39:05,72.7,1.8,-24.4,S,-59.8,W,32.2,,2009,"Location: N/A,AR<br><10 kt<br>2009-07-16 06:39:05"
2009-06-27 13:08:05,3.2,0.11,-26.6,S,-12.6,W,26.1,15.2,2009,"Location: N/A,N/A<br><10 kt<br>2009-06-27 13:08:05"
2009-06-18 04:39:00,3.3,0.11,-23.7,S,-16.0,W,57.4,,2009,"Location: N/A,N/A<br><10 kt<br>2009-06-18 04:39:00"
2009-06-09 22:42:28,28.1,0.76,54.9,N,-152.7,W,34.2,,2009,"Location: N/A,N/A<br><10 kt<br>2009-06-09 22:42:28"
2009-05-31 06:05:47,14.3,0.42,19.7,N,-121.0,W,,,2009,"Location: N/A,N/A<br><10 kt<br>2009-05-31 06:05:47"
2009-05-04 11:39:03,14.0,0.41,36.4,N,-160.4,W,40.7,,2009,"Location: N/A,N/A<br><10 kt<br>2009-05-04 11:39:03"
2009-04-20 04:01:39,2.2,79.0,6.0,N,84.3,E,,,2009,"Location: N/A,N/A<br>79.0 kt<br>2009-04-20 04:01:39"
2009-04-10 18:42:45,27.0,0.73,-44.7,S,25.7,E,32.4,19.1,2009,"Location: N/A,N/A<br><10 kt<br>2009-04-10 18:42:45"
2009-02-20 12:15:57,5.0,0.16,-64.9,S,-70.0,W,,,2009,"Location: N/A,N/A<br><10 kt<br>2009-02-20 12:15:57"
2009-02-07 19:51:32,160.0,3.5,56.6,N,69.8,E,40.0,15.4,2009,"Location: Aleksandrovka,RU<br><10 kt<br>2009-02-07 19:51:32"
2009-01-12 22:24:56,4.8,0.16,47.8,N,-44.3,W,,,2009,"Location: N/A,N/A<br><10 kt<br>2009-01-12 22:24:56"
2009-01-10 07:42:39,2.3,82.0,-64.0,S,122.8,E,26.5,,2009,"Location: N/A,N/A<br>82.0 kt<br>2009-01-10 07:42:39"
2008-12-24 15:51:58,3.5,0.12,-68.9,S,-102.0,W,21.1,24.1,2008,"Location: N/A,N/A<br><10 kt<br>2008-12-24 15:51:58"
2008-12-12 11:36:36,21.6,0.6,-7.0,S,-9.7,W,50.0,,2008,"Location: N/A,N/A<br><10 kt<br>2008-12-12 11:36:36"
2008-11-24 22:01:19,14.6,0.42,-57.9,S,146.1,E,34.8,23.7,2008,"Location: N/A,N/A<br><10 kt<br>2008-11-24 22:01:19"
2008-11-21 00:26:44,14.2,0.41,53.1,N,-109.9,W,28.2,12.9,2008,"Location: Lone Rock,CA<br><10 kt<br>2008-11-21 00:26:44"
2008-11-18 09:41:51,2.5,89.0,-29.4,S,75.9,E,35.2,22.4,2008,"Location: N/A,N/A<br>89.0 kt<br>2008-11-18 09:41:51"
2008-11-09 02:38:34,22.2,0.61,14.5,N,112.7,E,29.6,,2008,"Location: N/A,N/A<br><10 kt<br>2008-11-09 02:38:34"
2008-10-21 02:20:25,4.6,0.15,32.8,N,-165.6,W,29.6,11.3,2008,"Location: N/A,N/A<br><10 kt<br>2008-10-21 02:20:25"
2008-10-10 09:34:18,18.0,0.51,-57.3,S,17.0,E,21.4,,2008,"Location: N/A,N/A<br><10 kt<br>2008-10-10 09:34:18"
2008-10-07 02:45:45,39.5,1.0,20.9,N,31.4,E,38.9,13.3,2008,"Location: N/A,SD<br><10 kt<br>2008-10-07 02:45:45"
2008-08-16 14:40:24,13.1,0.38,11.3,N,97.2,E,,,2008,"Location: N/A,N/A<br><10 kt<br>2008-08-16 14:40:24"
2008-08-12 11:44:10,2.0,73.0,-11.6,S,-175.0,W,,,2008,"Location: N/A,N/A<br>73.0 kt<br>2008-08-12 11:44:10"
2008-08-07 06:07:10,4.1,0.14,18.5,N,180.0,E,45.4,13.8,2008,"Location: N/A,N/A<br><10 kt<br>2008-08-07 06:07:10"
2008-07-23 14:45:25,12.1,0.36,38.6,N,68.0,E,31.5,14.5,2008,"Location: N/A,UZ<br><10 kt<br>2008-07-23 14:45:25"
2008-07-22 19:34:00,6.1,0.2,-17.8,S,-89.2,W,54.4,,2008,"Location: N/A,N/A<br><10 kt<br>2008-07-22 19:34:00"
2008-07-08 15:55:30,6.6,0.21,72.8,N,147.3,E,52.2,21.7,2008,"Location: N/A,RU<br><10 kt<br>2008-07-08 15:55:30"
2008-07-01 17:40:19,3.6,0.12,37.1,N,-115.7,W,36.1,9.8,2008,"Location: Alamo,US<br><10 kt<br>2008-07-01 17:40:19"
2008-06-27 02:01:23,17.2,0.49,-26.9,S,-17.7,W,33.7,23.1,2008,"Location: N/A,N/A<br><10 kt<br>2008-06-27 02:01:23"
2008-06-18 13:45:36,2.1,76.0,6.1,N,103.1,E,,,2008,"Location: N/A,N/A<br>76.0 kt<br>2008-06-18 13:45:36"
2008-05-29 21:23:56,2.1,76.0,15.7,N,-83.5,W,,,2008,"Location: N/A,N/A<br>76.0 kt<br>2008-05-29 21:23:56"
2008-05-24 10:18:10,15.0,0.43,0.8,N,162.0,E,37.0,14.2,2008,"Location: N/A,N/A<br><10 kt<br>2008-05-24 10:18:10"
2008-05-22 20:50:28,2.1,76.0,46.9,N,134.5,E,,,2008,"Location: N/A,RU<br>76.0 kt<br>2008-05-22 20:50:28"
2008-04-30 01:18:38,2.0,73.0,-33.6,S,-35.1,W,,,2008,"Location: N/A,N/A<br>73.0 kt<br>2008-04-30 01:18:38"
2008-03-15 11:29:55,5.0,0.16,28.0,N,-41.5,W,26.7,12.9,2008,"Location: N/A,N/A<br><10 kt<br>2008-03-15 11:29:55"
2008-02-19 13:30:30,2.0,73.0,48.9,N,-119.8,W,,,2008,"Location: Loomis,US<br>73.0 kt<br>2008-02-19 13:30:30"
2008-02-17 12:19:16,11.0,0.33,74.9,N,-73.4,W,40.4,13.9,2008,"Location: N/A,CA<br><10 kt<br>2008-02-17 12:19:16"
2008-01-09 03:53:15,4.1,0.14,-66.8,S,-67.3,W,31.5,11.6,2008,"Location: N/A,AQ<br><10 kt<br>2008-01-09 03:53:15"
2007-12-26 06:46:20,13.6,0.4,-61.6,S,-158.9,W,,,2007,"Location: N/A,N/A<br><10 kt<br>2007-12-26 06:46:20"
2007-12-20 17:00:48,12.2,0.36,51.3,N,115.4,E,,,2007,"Location: Tsagan-Ola,RU<br><10 kt<br>2007-12-20 17:00:48"
2007-10-25 19:35:38,5.8,0.19,-40.9,S,91.3,E,46.3,,2007,"Location: N/A,N/A<br><10 kt<br>2007-10-25 19:35:38"
2007-10-12 09:14:03,3.3,0.11,88.5,N,116.6,E,37.0,18.4,2007,"Location: N/A,N/A<br><10 kt<br>2007-10-12 09:14:03"
2007-10-07 13:31:01,5.8,0.19,-35.2,S,125.6,E,,,2007,"Location: N/A,N/A<br><10 kt<br>2007-10-07 13:31:01"
2007-09-22 17:57:12,23.7,0.65,-49.2,S,-85.5,W,30.2,16.9,2007,"Location: N/A,N/A<br><10 kt<br>2007-09-22 17:57:12"
2007-06-11 09:47:05,4.9,0.16,-23.4,S,-170.9,W,35.2,17.0,2007,"Location: N/A,N/A<br><10 kt<br>2007-06-11 09:47:05"
2007-06-08 13:32:00,23.5,0.65,-52.0,S,175.3,E,38.9,,2007,"Location: N/A,N/A<br><10 kt<br>2007-06-08 13:32:00"
2007-06-07 21:28:12,3.1,0.11,21.9,N,53.1,E,29.6,,2007,"Location: N/A,SA<br><10 kt<br>2007-06-07 21:28:12"
2007-05-16 16:20:58,3.8,0.13,-4.5,S,111.7,E,,,2007,"Location: N/A,ID<br><10 kt<br>2007-05-16 16:20:58"
2007-05-16 04:45:52,40.0,1.0,-42.4,S,164.0,E,31.5,,2007,"Location: N/A,N/A<br><10 kt<br>2007-05-16 04:45:52"
2007-05-04 17:52:39,17.5,0.5,22.9,N,109.4,E,48.0,,2007,"Location: Nanning Shi,CN<br><10 kt<br>2007-05-04 17:52:39"
2007-04-18 12:44:23,11.2,0.33,-83.7,S,-171.2,W,38.0,24.4,2007,"Location: N/A,AQ<br><10 kt<br>2007-04-18 12:44:23"
2007-03-17 06:48:35,4.0,0.13,7.1,N,4.1,E,32.5,14.5,2007,"Location: N/A,NG<br><10 kt<br>2007-03-17 06:48:35"
2007-03-15 02:20:15,2.5,89.0,-44.1,S,-148.4,W,,,2007,"Location: N/A,N/A<br>89.0 kt<br>2007-03-15 02:20:15"
2007-02-02 12:48:41,34.0,0.89,24.0,N,-37.2,W,35.5,,2007,"Location: N/A,N/A<br><10 kt<br>2007-02-02 12:48:41"
2007-01-26 22:22:21,14.7,0.43,3.7,N,99.7,E,,,2007,"Location: N/A,N/A<br><10 kt<br>2007-01-26 22:22:21"
2007-01-22 07:24:56,7.6,0.24,45.4,N,53.5,E,32.0,13.4,2007,"Location: N/A,KZ<br><10 kt<br>2007-01-22 07:24:56"
2007-01-18 13:51:10,3.2,0.11,5.3,N,-164.3,W,34.1,,2007,"Location: N/A,N/A<br><10 kt<br>2007-01-18 13:51:10"
2007-01-17 09:50:46,54.8,1.4,-8.7,S,50.8,E,33.3,,2007,"Location: N/A,N/A<br><10 kt<br>2007-01-17 09:50:46"
2007-01-01 11:43:29,3.6,0.12,44.4,N,116.5,E,53.0,,2007,"Location: Xilinguole Meng,CN<br><10 kt<br>2007-01-01 11:43:29"
2006-12-09 06:31:12,741.0,14.0,26.2,N,26.0,E,26.5,15.9,2006,"Location: N/A,EG<br>14.0 kt<br>2006-12-09 06:31:12"
2006-12-07 11:42:00,2.1,76.0,14.0,N,-140.0,W,,,2006,"Location: N/A,N/A<br>76.0 kt<br>2006-12-07 11:42:00"
2006-12-01 06:09:25,6.3,0.2,-13.0,S,30.7,E,,,2006,"Location: N/A,ZM<br><10 kt<br>2006-12-01 06:09:25"
2006-11-13 15:16:34,2.3,82.0,-44.0,S,43.3,E,,,2006,"Location: N/A,N/A<br>82.0 kt<br>2006-11-13 15:16:34"
2006-10-24 08:42:52,22.5,0.62,-1.9,S,-2.7,W,43.0,,2006,"Location: N/A,N/A<br><10 kt<br>2006-10-24 08:42:52"
2006-10-14 18:10:49,25.8,0.7,49.4,N,-175.0,W,44.4,23.9,2006,"Location: N/A,N/A<br><10 kt<br>2006-10-14 18:10:49"
2006-10-09 04:45:30,4.1,0.14,-47.0,S,78.9,E,22.2,,2006,"Location: N/A,N/A<br><10 kt<br>2006-10-09 04:45:30"
2006-10-07 12:18:53,4.1,0.14,-23.0,S,-61.8,W,40.7,,2006,"Location: N/A,AR<br><10 kt<br>2006-10-07 12:18:53"
2006-10-02 19:10:27,9.0,0.28,14.0,N,53.1,E,42.0,,2006,"Location: N/A,N/A<br><10 kt<br>2006-10-02 19:10:27"
2006-09-27 08:33:43,10.7,0.32,-32.0,S,60.2,E,48.1,,2006,"Location: N/A,N/A<br><10 kt<br>2006-09-27 08:33:43"
2006-09-23 18:52:58,12.1,0.36,-29.0,S,-108.0,W,,,2006,"Location: N/A,N/A<br><10 kt<br>2006-09-23 18:52:58"
2006-09-02 04:26:15,123.0,2.8,-14.0,S,109.1,E,44.1,14.2,2006,"Location: N/A,N/A<br><10 kt<br>2006-09-02 04:26:15"
2006-08-29 01:38:36,9.2,0.28,-44.0,S,-162.0,W,40.7,,2006,"Location: N/A,N/A<br><10 kt<br>2006-08-29 01:38:36"
2006-08-18 00:03:18,3.2,0.11,-43.0,S,33.4,E,47.2,,2006,"Location: N/A,N/A<br><10 kt<br>2006-08-18 00:03:18"
2006-08-17 10:43:34,25.6,0.7,-11.0,S,165.7,E,48.2,,2006,"Location: N/A,SB<br><10 kt<br>2006-08-17 10:43:34"
2006-08-15 10:52:24,4.7,0.16,4.9,N,49.6,E,32.7,,2006,"Location: N/A,N/A<br><10 kt<br>2006-08-15 10:52:24"
2006-08-09 04:30:44,102.0,2.4,-23.1,S,53.7,E,37.0,,2006,"Location: N/A,N/A<br><10 kt<br>2006-08-09 04:30:44"
2006-07-15 23:55:45,8.5,0.26,-78.3,S,-5.0,W,29.6,12.4,2006,"Location: N/A,AQ<br><10 kt<br>2006-07-15 23:55:45"
2006-07-15 15:22:49,16.3,0.47,31.1,N,45.6,E,38.9,30.2,2006,"Location: N/A,IQ<br><10 kt<br>2006-07-15 15:22:49"
2006-06-07 00:06:28,5.9,0.19,69.2,N,22.5,E,40.7,19.6,2006,"Location: Kautokeino,NO<br><10 kt<br>2006-06-07 00:06:28"
2006-05-21 07:51:11,26.3,0.71,-11.6,S,-25.5,W,,,2006,"Location: N/A,N/A<br><10 kt<br>2006-05-21 07:51:11"
2006-05-06 15:39:06,12.8,0.38,-60.2,S,-152.3,W,35.2,,2006,"Location: N/A,N/A<br><10 kt<br>2006-05-06 15:39:06"
2006-04-08 13:16:23,12.7,0.37,17.3,N,-113.2,W,33.3,,2006,"Location: N/A,N/A<br><10 kt<br>2006-04-08 13:16:23"
2006-04-04 11:30:08,240.0,5.0,26.6,N,-26.6,W,25.0,,2006,"Location: N/A,N/A<br><10 kt<br>2006-04-04 11:30:08"
2006-03-14 03:21:06,14.4,0.42,7.0,N,-64.6,W,35.2,,2006,"Location: N/A,VE<br><10 kt<br>2006-03-14 03:21:06"
2006-02-06 01:57:37,119.0,2.7,-54.5,S,18.1,E,35.2,,2006,"Location: N/A,N/A<br><10 kt<br>2006-02-06 01:57:37"
2006-02-04 08:38:05,10.0,0.3,36.9,N,-143.6,W,38.9,19.8,2006,"Location: N/A,N/A<br><10 kt<br>2006-02-04 08:38:05"
2006-01-28 03:33:48,74.0,1.8,-51.7,S,56.4,E,37.0,18.7,2006,"Location: N/A,N/A<br><10 kt<br>2006-01-28 03:33:48"
2006-01-27 01:27:42,4.5,0.15,58.7,N,74.7,E,20.0,,2006,"Location: N/A,RU<br><10 kt<br>2006-01-27 01:27:42"
2006-01-26 00:00:53,5.3,0.17,-79.8,S,-111.0,W,37.0,,2006,"Location: N/A,AQ<br><10 kt<br>2006-01-26 00:00:53"
2006-01-10 23:25:28,2.8,98.0,29.8,N,-12.7,W,32.4,16.9,2006,"Location: N/A,N/A<br>98.0 kt<br>2006-01-10 23:25:28"
2006-01-08 05:20:19,9.4,0.29,7.6,N,-28.2,W,,,2006,"Location: N/A,N/A<br><10 kt<br>2006-01-08 05:20:19"
2005-12-29 10:05:35,19.0,0.53,-3.0,S,-154.9,W,42.2,20.7,2005,"Location: N/A,KI<br><10 kt<br>2005-12-29 10:05:35"
2005-12-24 15:30:26,18.1,0.51,-54.0,S,17.3,E,66.0,,2005,"Location: N/A,N/A<br><10 kt<br>2005-12-24 15:30:26"
2005-12-03 12:45:49,8.8,0.27,-33.8,S,117.4,E,32.2,17.0,2005,"Location: Broomehill West,AU<br><10 kt<br>2005-12-03 12:45:49"
2005-12-01 10:40:20,3.2,0.11,-6.4,S,-155.8,W,,,2005,"Location: N/A,KI<br><10 kt<br>2005-12-01 10:40:20"
2005-11-29 07:33:16,3.2,0.11,7.6,N,-58.2,W,59.3,,2005,"Location: N/A,N/A<br><10 kt<br>2005-11-29 07:33:16"
2005-11-15 05:19:07,2.5,89.0,26.3,N,-113.4,W,32.4,,2005,"Location: N/A,MX<br>89.0 kt<br>2005-11-15 05:19:07"
2005-11-11 20:34:23,4.2,0.14,21.4,N,-134.1,W,29.6,,2005,"Location: N/A,N/A<br><10 kt<br>2005-11-11 20:34:23"
2005-11-09 07:33:08,7.3,0.23,-31.0,S,145.9,E,30.7,13.8,2005,"Location: Tindarey,AU<br><10 kt<br>2005-11-09 07:33:08"
2005-11-02 07:04:32,3.2,0.11,33.9,N,-154.9,W,68.5,,2005,"Location: N/A,N/A<br><10 kt<br>2005-11-02 07:04:32"
2005-11-02 05:16:47,6.7,0.21,22.9,N,-123.8,W,74.0,,2005,"Location: N/A,N/A<br><10 kt<br>2005-11-02 05:16:47"
2005-10-26 21:30:47,13.8,0.4,-36.3,S,-80.5,W,16.7,,2005,"Location: N/A,N/A<br><10 kt<br>2005-10-26 21:30:47"
2005-09-30 19:04:06,2.2,79.0,-2.8,S,-84.1,W,53.0,,2005,"Location: N/A,N/A<br>79.0 kt<br>2005-09-30 19:04:06"
2005-09-14 01:08:52,2.5,89.0,11.6,N,27.3,E,33.3,,2005,"Location: N/A,SD<br>89.0 kt<br>2005-09-14 01:08:52"
2005-09-02 07:59:47,8.2,0.25,13.5,N,73.1,E,,,2005,"Location: N/A,N/A<br><10 kt<br>2005-09-02 07:59:47"
2005-08-09 14:35:45,2.5,89.0,-21.5,S,56.2,E,37.0,16.9,2005,"Location: N/A,N/A<br>89.0 kt<br>2005-08-09 14:35:45"
2005-07-01 22:36:15,3.1,0.11,-49.8,S,33.1,E,50.0,,2005,"Location: N/A,N/A<br><10 kt<br>2005-07-01 22:36:15"
2005-06-18 19:40:41,2.3,82.0,47.9,N,85.6,E,,,2005,"Location: Aletai Diqu,CN<br>82.0 kt<br>2005-06-18 19:40:41"
2005-06-05 01:56:09,4.1,0.14,34.8,N,90.9,E,,,2005,"Location: Haixi,CN<br><10 kt<br>2005-06-05 01:56:09"
2005-06-03 08:15:41,8.2,0.25,-31.0,S,-90.3,W,29.6,26.2,2005,"Location: N/A,N/A<br><10 kt<br>2005-06-03 08:15:41"
2005-05-27 14:12:13,2.0,73.0,-48.9,S,145.1,E,50.5,,2005,"Location: N/A,N/A<br>73.0 kt<br>2005-05-27 14:12:13"
2005-05-07 09:31:44,2.6,92.0,-75.8,S,163.7,E,15.2,16.6,2005,"Location: N/A,AQ<br>92.0 kt<br>2005-05-07 09:31:44"
2005-05-02 20:10:36,4.6,0.15,17.7,N,36.0,E,,,2005,"Location: N/A,SD<br><10 kt<br>2005-05-02 20:10:36"
2005-04-22 11:18:05,2.2,79.0,20.9,N,-36.7,W,37.0,,2005,"Location: N/A,N/A<br>79.0 kt<br>2005-04-22 11:18:05"
